MedInc,HouseAge,Population,AveOccup,Latitude,Longitude,RoomToBedroomRatio,MedHouseVal
1.0972,48.0,987.0,2.6390374331550803,37.83,-122.27,4.162037037037037,1.045
1.4103,52.0,901.0,2.235732009925558,37.83,-122.28,3.8743589743589744,1.039
3.48,52.0,689.0,2.2297734627831716,37.83,-122.26,4.454545454545454,1.914
2.5898,52.0,1377.0,1.978448275862069,37.83,-122.26,3.4013986013986015,1.76
2.0978,52.0,946.0,2.3949367088607594,37.83,-122.26,3.9737470167064437,1.554
1.2852,51.0,517.0,2.076305220883534,37.83,-122.26,3.009646302250804,1.5
1.025,49.0,462.0,2.4444444444444446,37.84,-122.26,3.5297029702970297,1.188
3.9643,52.0,467.0,2.3585858585858586,37.84,-122.26,4.702970297029703,1.888
3.0125,52.0,660.0,2.26027397260274,37.83,-122.26,4.639871382636656,1.844
2.6768,52.0,718.0,1.8795811518324608,37.83,-122.26,3.9428571428571435,1.823
2.026,50.0,616.0,2.026315789473684,37.83,-122.26,3.4937888198757765,1.425
1.7348,43.0,558.0,2.205533596837945,37.82,-122.27,3.2275641025641026,1.375
0.9506,40.0,423.0,2.64375,37.82,-122.26,3.1999999999999997,1.875
1.775,40.0,700.0,1.9886363636363635,37.82,-122.27,2.5226666666666664,1.125
0.9218,21.0,735.0,1.678082191780822,37.82,-122.27,1.9779249448123621,1.719
1.5045,43.0,1061.0,2.6068796068796067,37.82,-122.27,4.096491228070176,0.938
1.1108,41.0,1959.0,2.720833333333333,37.82,-122.27,3.7760844079718643,0.975
1.2475,52.0,1162.0,2.905,37.82,-122.27,3.5745614035087723,1.042
1.6098,52.0,701.0,3.0085836909871246,37.82,-122.28,4.9787234042553195,0.875
1.4113,52.0,576.0,2.618181818181818,37.82,-122.28,3.8888888888888893,0.831
1.5057,52.0,622.0,2.4015444015444016,37.82,-122.28,4.298611111111111,0.875
0.8172,52.0,728.0,2.9836065573770494,37.82,-122.28,4.444776119402985,0.853
1.2171,52.0,1074.0,3.5328947368421053,37.82,-122.28,4.067448680351906,0.803
2.5625,2.0,94.0,1.6491228070175439,37.82,-122.29,3.674418604651163,0.6
3.3929,52.0,554.0,2.962566844919786,37.83,-122.29,5.312796208530806,0.757
6.1183,49.0,86.0,3.739130434782609,37.82,-122.29,4.655172413793103,0.75
0.9011,50.0,377.0,3.0901639344262297,37.81,-122.29,4.0,0.861
1.191,52.0,521.0,3.2767295597484276,37.81,-122.3,5.1645569620253164,0.761
2.5938,48.0,392.0,2.9473684210526314,37.81,-122.3,4.549450549450549,0.735
1.1667,52.0,604.0,3.229946524064171,37.81,-122.3,4.832535885167465,0.784
0.8056,48.0,788.0,2.3734939759036147,37.81,-122.3,4.110169491525424,0.844
2.6094,52.0,492.0,3.3469387755102042,37.8,-122.29,4.2090163934426235,0.813
1.8516,52.0,274.0,3.341463414634146,37.81,-122.3,5.247706422018348,0.85
0.9802,46.0,1823.0,2.983633387888707,37.81,-122.29,4.349378881987578,1.292
1.7719,26.0,392.0,3.0866141732283463,37.81,-122.29,5.052631578947368,0.825
0.7286,46.0,582.0,2.101083032490975,37.81,-122.29,3.1481481481481484,0.952
1.75,49.0,560.0,3.6842105263157894,37.81,-122.29,4.137254901960784,0.75
0.4999,46.0,18.0,2.5714285714285716,37.81,-122.29,3.0,0.675
2.483,20.0,290.0,2.180451127819549,37.81,-122.29,5.186335403726708,1.375
0.9241,17.0,762.0,1.7357630979498861,37.81,-122.28,2.6774891774891776,1.775
2.4464,36.0,1236.0,2.4282907662082516,37.81,-122.28,5.185053380782918,1.021
1.1111,19.0,721.0,3.4830917874396135,37.81,-122.28,4.967078189300411,1.083
0.8026,23.0,1054.0,3.243076923076923,37.81,-122.29,4.665775401069518,1.125
2.0114,38.0,344.0,2.2193548387096773,37.8,-122.28,3.8863636363636367,1.313
1.5,17.0,609.0,2.1072664359861593,37.81,-122.28,3.1972318339100347,1.625
1.1667,52.0,183.0,3.267857142857143,37.81,-122.27,3.75,1.125
1.5208,52.0,200.0,2.2988505747126435,37.81,-122.28,3.5051546391752577,1.125
0.8075,52.0,346.0,2.232258064516129,37.81,-122.28,2.3536585365853657,1.375
1.8088,35.0,467.0,2.7633136094674557,37.81,-122.28,5.1521739130434785,1.188
2.4083,52.0,377.0,3.2782608695652176,37.81,-122.28,5.405594405594406,0.982
0.977,40.0,582.0,1.5315789473684212,37.81,-122.27,1.951219512195122,1.188
0.76,10.0,546.0,1.6545454545454545,37.81,-122.27,2.514367816091954,1.625
0.9722,10.0,125.0,3.2051282051282053,37.8,-122.27,2.5000000000000004,1.375
1.2434,52.0,396.0,4.658823529411765,37.8,-122.27,3.192307692307692,5.00001
2.0938,16.0,800.0,2.2099447513812156,37.8,-122.27,2.535714285714286,1.625
0.8668,52.0,904.0,10.272727272727273,37.8,-122.28,2.471264367816092,1.375
0.75,52.0,191.0,5.617647058823529,37.8,-122.28,3.0967741935483875,1.625
2.6354,27.0,718.0,2.377483443708609,37.79,-122.27,3.0403458213256487,1.875
1.8477,39.0,1327.0,2.841541755888651,37.8,-122.27,2.752808988764045,1.792
2.0096,36.0,3469.0,1.493327593628928,37.8,-122.26,2.1513928138877674,1.3
2.8345,31.0,2048.0,1.735593220338983,37.82,-122.26,3.4530428249436516,1.838
2.0062,29.0,202.0,2.21978021978022,37.81,-122.26,3.130841121495327,1.25
1.2185,22.0,2024.0,1.6192,37.82,-122.26,2.899212598425197,1.7
2.6104,37.0,1838.0,1.8755102040816327,37.82,-122.26,3.3483870967741933,1.931
2.4912,29.0,2304.0,1.8432,37.81,-122.25,3.292786421499293,2.578
3.2177,28.0,2563.0,1.7120908483633934,37.81,-122.25,3.6219588271990015,2.734
3.125,39.0,389.0,1.706140350877193,37.81,-122.25,3.5289256198347108,2.375
2.5795,52.0,895.0,1.4600326264274062,37.81,-122.25,3.074179743223966,3.5
2.8406,34.0,2689.0,1.5030743432084963,37.81,-122.26,3.0673981191222572,3.357
4.9306,52.0,674.0,2.762295081967213,37.82,-122.24,6.706666666666667,3.134
3.2727,52.0,709.0,1.5548245614035088,37.81,-122.24,4.203319502074689,2.685
3.1691,52.0,686.0,1.6255924170616114,37.81,-122.25,3.821739130434783,2.594
3.9,52.0,1444.0,2.011142061281337,37.82,-122.24,4.635153129161119,2.757
3.9063,28.0,1520.0,1.8952618453865338,37.82,-122.25,3.902923976608187,2.25
5.0917,52.0,550.0,2.1739130434782608,37.82,-122.25,4.927335640138408,2.625
2.6429,32.0,1806.0,1.7671232876712328,37.82,-122.25,3.4690346083788706,2.185
3.0233,26.0,1749.0,1.4371405094494658,37.82,-122.25,3.310200668896321,2.55
3.1484,52.0,939.0,1.8092485549132948,37.83,-122.25,4.250447227191413,2.241
3.4722,35.0,675.0,1.599526066350711,37.83,-122.25,3.768691588785047,2.431
3.1429,52.0,534.0,1.8350515463917525,37.83,-122.25,4.456445993031359,2.316
2.4234,28.0,2558.0,1.5400361228175798,37.83,-122.25,2.8697142857142857,2.185
3.0897,52.0,1786.0,1.7222757955641272,37.83,-122.25,3.7918552036199094,2.341
5.8596,50.0,970.0,2.6005361930294906,37.84,-122.23,6.303258145363408,3.276
5.2868,47.0,1098.0,2.263917525773196,37.84,-122.23,6.993392070484581,3.476
5.956,41.0,794.0,2.1117021276595747,37.83,-122.24,6.344827586206897,3.661
4.9643,37.0,98.0,2.0851063829787235,37.85,-122.24,6.185185185185185,3.35
6.3434,52.0,1061.0,2.632754342431762,37.85,-122.23,6.81265206812652,3.736
5.1773,52.0,1177.0,2.120720720720721,37.84,-122.24,6.148083623693379,3.895
7.2354,52.0,901.0,2.455040871934605,37.85,-122.24,7.156164383561643,3.911
5.457,28.0,2031.0,2.1244769874476988,37.85,-122.22,5.044847328244274,3.373
7.5,50.0,1031.0,2.152400835073069,37.84,-122.22,6.20507399577167,2.952
6.0194,44.0,1358.0,2.274706867671692,37.84,-122.21,5.735343383584589,2.923
7.5544,40.0,1616.0,2.470948012232416,37.83,-122.21,7.405044510385757,4.115
6.0666,30.0,844.0,2.4606413994169096,37.84,-122.2,6.390173410404624,3.115
7.0548,34.0,1140.0,2.2983870967741935,37.84,-122.21,6.2,3.259
11.6017,18.0,533.0,2.747422680412371,37.84,-122.19,7.700000000000001,3.926
7.4882,35.0,1072.0,2.419864559819413,37.84,-122.2,6.228260869565217,3.193
6.8976,34.0,1627.0,2.1240208877284594,37.83,-122.21,6.427664974619288,3.333
8.2049,28.0,463.0,2.4368421052631577,37.83,-122.19,7.206521739130435,3.352
8.401,26.0,542.0,2.5687203791469195,37.83,-122.2,7.125560538116592,3.512
6.8538,29.0,661.0,2.45724907063197,37.83,-122.19,6.608856088560886,3.689
8.317,32.0,635.0,2.414448669201521,37.82,-122.19,6.950757575757576,3.659
7.0175,37.0,420.0,2.3863636363636362,37.82,-122.2,6.790055248618786,3.667
6.3302,39.0,1265.0,2.53,37.82,-122.2,7.059925093632958,3.628
6.3624,30.0,126.0,2.423076923076923,37.81,-122.18,7.684210526315789,4.833
7.0549,52.0,813.0,2.322857142857143,37.82,-122.21,7.132132132132132,3.314
6.7851,45.0,1067.0,2.504694835680751,37.81,-122.2,6.798165137614679,3.235
2.8929,50.0,1260.0,2.282608695652174,37.8,-122.21,4.6826446280991725,2.167
3.0812,38.0,951.0,1.9527720739219712,37.8,-122.21,4.213084112149533,2.331
5.2402,52.0,510.0,2.2767857142857144,37.81,-122.21,6.55188679245283,2.964
6.5217,52.0,765.0,2.4837662337662336,37.81,-122.22,5.88358208955224,2.737
3.2632,52.0,1129.0,2.4543478260869565,37.8,-122.22,4.694623655913978,2.277
3.0298,52.0,1073.0,2.433106575963719,37.8,-122.22,4.926724137931035,1.996
4.5428,52.0,1185.0,2.3009708737864076,37.8,-122.22,5.029574861367838,2.398
4.072,52.0,756.0,2.223529411764706,37.81,-122.22,5.9705014749262535,2.701
5.3509,52.0,1034.0,1.9846449136276392,37.81,-122.22,5.492537313432836,3.021
3.1603,52.0,787.0,1.7145969498910676,37.8,-122.23,4.183127572016461,2.695
4.7708,52.0,612.0,2.8732394366197185,37.81,-122.23,6.25764192139738,3.147
8.1564,52.0,1021.0,2.6868421052631577,37.81,-122.22,7.281094527363185,3.901
8.8793,52.0,861.0,3.3372093023255816,37.81,-122.23,7.928082191780822,4.103
6.8591,52.0,953.0,2.914373088685015,37.81,-122.24,7.939297124600639,3.524
6.0302,52.0,634.0,2.4765625,37.81,-122.24,6.260504201680672,2.873
7.508,52.0,878.0,2.4943181818181817,37.81,-122.23,7.7095890410958905,3.487
2.7477,52.0,918.0,1.9006211180124224,37.81,-122.24,3.8054545454545448,2.438
2.1944,52.0,360.0,2.057142857142857,37.8,-122.24,5.285714285714286,2.115
3.0149,52.0,1197.0,2.4528688524590163,37.8,-122.25,4.092156862745098,2.184
3.675,52.0,1048.0,2.023166023166023,37.81,-122.24,5.00597609561753,2.699
3.225,46.0,1373.0,1.8380187416331994,37.81,-122.25,3.8706586826347307,2.188
2.9345,42.0,1715.0,1.6896551724137931,37.8,-122.25,3.868544600938968,2.25
2.1429,43.0,1359.0,1.8822714681440442,37.8,-122.25,2.984848484848485,2.5
1.6121,41.0,1062.0,2.5714285714285716,37.8,-122.25,3.136460554371002,1.714
1.3929,29.0,1335.0,1.7270375161707632,37.8,-122.25,2.8564814814814814,1.938
2.3173,27.0,1171.0,2.7296037296037294,37.79,-122.24,3.317073170731707,1.25
1.7772,45.0,1475.0,3.2065217391304346,37.79,-122.25,3.3954372623574143,0.975
2.6458,50.0,742.0,3.7857142857142856,37.79,-122.25,3.345744680851064,1.25
2.181,52.0,1086.0,2.9917355371900825,37.79,-122.25,3.4245524296675196,1.388
2.2303,36.0,1645.0,3.029465930018416,37.8,-122.25,2.7689768976897686,1.167
1.6504,43.0,1710.0,2.6552795031055902,37.8,-122.25,3.6228748068006187,1.518
2.2697,52.0,731.0,3.206140350877193,37.8,-122.24,4.368421052631579,1.27
2.1563,52.0,1118.0,3.2219020172910664,37.8,-122.24,4.265415549597855,1.286
2.1348,52.0,1006.0,3.002985074626866,37.8,-122.24,3.9849246231155777,1.406
2.6292,47.0,1213.0,2.1895306859205776,37.8,-122.24,3.479591836734694,1.827
2.3833,52.0,772.0,3.0038910505836576,37.8,-122.23,4.124567474048443,1.469
2.957,52.0,1321.0,3.29426433915212,37.8,-122.24,4.292857142857143,1.228
2.5238,49.0,1487.0,2.1964549483013296,37.8,-122.24,3.7890520694259013,1.693
1.9375,52.0,488.0,2.6236559139784945,37.8,-122.23,4.255434782608696,1.266
1.9028,51.0,949.0,2.420918367346939,37.8,-122.23,3.8405797101449277,1.279
2.25,50.0,1149.0,2.7686746987951807,37.8,-122.23,3.6374999999999997,1.235
2.3929,52.0,844.0,3.0142857142857142,37.8,-122.23,4.187290969899665,1.119
2.1917,43.0,4367.0,3.5475223395613322,37.79,-122.23,4.4367559523809526,1.128
2.9357,52.0,1659.0,4.026699029126213,37.79,-122.23,4.5139240506329115,1.079
1.8854,30.0,1011.0,3.844106463878327,37.79,-122.23,3.784090909090909,1.375
2.1638,39.0,1464.0,3.763496143958869,37.79,-122.24,3.4083526682134573,1.055
2.125,47.0,1237.0,4.082508250825082,37.79,-122.24,3.4734177215189876,0.955
3.375,52.0,647.0,3.8511904761904763,37.79,-122.24,3.7444444444444445,1.161
2.2542,43.0,1284.0,3.596638655462185,37.79,-122.24,4.324468085106383,1.122
2.1,51.0,228.0,4.1454545454545455,37.79,-122.25,4.069767441860464,0.75
1.6,39.0,381.0,3.097560975609756,37.79,-122.25,3.5736434108527133,1.125
3.625,52.0,846.0,3.7268722466960353,37.79,-122.25,3.8059071729957807,1.25
1.6929,20.0,1659.0,2.4541420118343193,37.8,-122.26,3.046213093709884,1.15
1.6471,52.0,520.0,3.7681159420289854,37.77,-122.22,3.0546875,0.95
2.59,52.0,866.0,3.3436293436293436,37.77,-122.22,3.7774086378737546,0.964
2.57,52.0,612.0,3.3442622950819674,37.77,-122.23,3.733009708737864,0.72
2.6429,52.0,415.0,3.2936507936507935,37.78,-122.23,3.2328767123287667,0.713
3.0257,52.0,994.0,4.666666666666667,37.78,-122.23,4.0093023255813955,0.808
1.4886,50.0,1525.0,3.19706498951782,37.78,-122.22,3.622641509433962,1.288
1.9338,43.0,1506.0,3.4383561643835616,37.78,-122.23,3.0084745762711864,1.125
1.4844,52.0,1008.0,3.9529411764705884,37.78,-122.23,3.8217054263565893,1.194
1.6009,44.0,2813.0,3.745672436750999,37.78,-122.23,2.8363636363636364,1.181
2.0375,48.0,1481.0,4.317784256559767,37.79,-122.23,4.282828282828282,1.225
2.293,49.0,859.0,3.922374429223744,37.79,-122.23,5.414746543778802,1.063
2.1494,37.0,1608.0,3.074569789674952,37.79,-122.22,4.081881533101045,1.325
1.6198,30.0,425.0,3.0357142857142856,37.79,-122.23,4.206896551724137,1.227
1.3281,40.0,564.0,3.0652173913043477,37.79,-122.23,4.673366834170854,1.133
3.5156,44.0,961.0,3.5330882352941178,37.79,-122.22,4.735668789808917,1.095
3.9048,52.0,2273.0,3.318248175182482,37.79,-122.22,4.96231884057971,1.647
3.0893,52.0,600.0,3.076923076923077,37.79,-122.21,4.010526315789473,1.25
2.6042,46.0,1647.0,3.1252371916508537,37.79,-122.22,4.114782608695652,1.247
2.5,49.0,1201.0,2.832547169811321,37.79,-122.22,4.057777777777777,1.367
2.7969,38.0,2167.0,3.2883156297420335,37.79,-122.22,4.288326300984529,1.417
2.8321,29.0,939.0,2.761764705882353,37.79,-122.2,4.361702127659574,1.5
2.9583,47.0,859.0,2.941780821917808,37.79,-122.21,5.026058631921823,1.388
2.8365,34.0,1517.0,2.939922480620155,37.79,-122.21,4.2441651705565535,1.392
2.875,35.0,1143.0,2.961139896373057,37.79,-122.21,4.266503667481663,1.438
3.0682,39.0,1109.0,2.3900862068965516,37.8,-122.21,4.005999999999999,1.565
3.0757,39.0,1221.0,2.7376681614349776,37.8,-122.21,4.514541387024609,1.51
4.9559,43.0,1115.0,2.4505494505494507,37.8,-122.2,6.102204408817635,2.73
4.7721,52.0,706.0,2.6343283582089554,37.8,-122.2,5.279863481228669,2.171
3.4861,52.0,1883.0,2.6671388101983005,37.8,-122.21,4.9493670886075956,1.871
5.1184,41.0,804.0,2.364705882352941,37.8,-122.2,5.847457627118644,2.396
4.0977,48.0,506.0,2.007936507936508,37.8,-122.21,5.022813688212928,2.297
4.744,48.0,610.0,2.563025210084034,37.8,-122.19,6.54054054054054,2.573
4.2727,46.0,768.0,2.3132530120481927,37.8,-122.19,5.683284457478006,2.469
2.9844,50.0,462.0,2.510869565217391,37.79,-122.19,4.964102564102564,1.799
4.1739,40.0,667.0,2.8382978723404255,37.79,-122.2,4.140625,1.696
3.8487,46.0,1059.0,2.654135338345865,37.8,-122.2,5.039506172839506,2.033
4.0114,52.0,637.0,2.299638989169675,37.8,-122.19,6.6900369003690034,2.634
4.6563,45.0,1106.0,2.436123348017621,37.79,-122.19,6.0266075388026605,2.318
2.9297,28.0,1737.0,2.596412556053812,37.79,-122.19,4.131406044678055,1.405
2.3036,35.0,1009.0,2.5871794871794873,37.79,-122.2,3.9259259259259256,1.26
2.6667,49.0,737.0,3.5095238095238095,37.79,-122.2,4.523076923076923,1.22
2.619,44.0,1354.0,2.7576374745417516,37.79,-122.2,3.586283185840708,1.347
2.4167,45.0,1530.0,3.2278481012658227,37.79,-122.21,3.9681050656660415,1.394
2.7788,45.0,1410.0,2.9375,37.79,-122.2,3.8276515151515142,1.154
2.7352,46.0,1390.0,2.4428822495606326,37.78,-122.21,4.40748031496063,1.373
1.8472,52.0,1065.0,3.95910780669145,37.78,-122.21,4.923333333333334,1.37
2.6583,52.0,792.0,3.23265306122449,37.78,-122.21,4.714285714285714,1.426
3.0536,49.0,779.0,3.179591836734694,37.78,-122.21,3.680327868852459,1.375
2.3906,44.0,2269.0,3.719672131147541,37.78,-122.22,4.180281690140845,1.117
1.7188,43.0,1227.0,3.0147420147420148,37.78,-122.21,3.6999999999999997,1.268
2.625,47.0,753.0,3.12448132780083,37.78,-122.21,3.55241935483871,1.113
2.8015,40.0,547.0,4.051851851851852,37.77,-122.22,4.333333333333334,1.148
1.7276,50.0,1807.0,4.1068181818181815,37.78,-122.22,3.7547568710359407,1.023
2.0801,44.0,1700.0,3.4343434343434343,37.78,-122.22,3.264591439688716,1.319
2.489,51.0,1543.0,3.926208651399491,37.78,-122.22,3.5356371490280782,1.191
1.7546,52.0,1085.0,3.6166666666666667,37.76,-122.21,4.522292993630574,0.806
4.0904,52.0,353.0,2.576642335766423,37.77,-122.21,3.416184971098266,0.806
2.6765,52.0,473.0,3.174496644295302,37.77,-122.21,4.8692810457516345,0.888
2.4338,49.0,1621.0,3.3561076604554865,37.77,-122.2,4.562248995983936,1.024
2.3309,46.0,1183.0,3.34180790960452,37.77,-122.21,3.2906666666666666,0.987
2.2604,43.0,836.0,3.0180505415162453,37.77,-122.21,3.1006097560975614,1.0
1.8039,42.0,900.0,3.4220532319391634,37.77,-122.19,3.6692913385826773,0.923
2.2562,39.0,1888.0,3.515828677839851,37.77,-122.2,4.504187604690117,0.948
2.0562,41.0,1024.0,3.002932551319648,37.77,-122.2,3.7277108433734942,1.02
3.5398,52.0,1225.0,2.895981087470449,37.78,-122.2,5.191873589164786,1.584
3.1167,39.0,1071.0,2.848404255319149,37.78,-122.2,4.390977443609023,1.216
2.5401,50.0,1128.0,2.984126984126984,37.78,-122.2,4.632754342431762,1.291
2.898,43.0,1537.0,3.175619834710744,37.77,-122.2,4.840637450199203,1.214
2.3125,44.0,1240.0,3.1552162849872776,37.78,-122.21,4.176328502415458,1.028
2.875,52.0,469.0,2.7916666666666665,37.78,-122.19,5.7,1.6
3.3715,52.0,1086.0,2.5552941176470587,37.77,-122.19,5.0700934579439245,1.439
3.5114,52.0,1144.0,2.7434052757793763,37.77,-122.19,5.233707865168539,1.512
4.3125,52.0,1109.0,2.957333333333333,37.78,-122.19,6.004819277108433,1.644
3.22,52.0,984.0,2.6666666666666665,37.78,-122.19,5.5365239294710324,1.565
3.875,33.0,575.0,12.23404255319149,37.78,-122.18,4.580645161290323,2.25
5.2328,49.0,496.0,2.373205741626794,37.78,-122.19,5.770731707317073,1.742
3.7262,52.0,555.0,2.9210526315789473,37.78,-122.19,5.544041450777202,1.669
4.5893,45.0,869.0,2.6574923547400613,37.78,-122.2,5.319277108433735,1.635
5.2578,39.0,236.0,2.2264150943396226,37.79,-122.18,6.494736842105263,2.53
7.0875,41.0,626.0,2.925233644859813,37.79,-122.18,6.0557939914163095,2.407
3.9712,46.0,922.0,2.802431610942249,37.79,-122.18,5.449612403100775,2.081
2.9514,47.0,582.0,2.2734375,37.79,-122.19,5.05761316872428,1.981
2.6667,50.0,546.0,2.716417910447761,37.79,-122.19,4.396313364055299,1.728
5.4446,37.0,620.0,2.330827067669173,37.81,-122.18,6.270992366412214,3.367
6.2838,34.0,442.0,2.2666666666666666,37.8,-122.18,6.948717948717949,3.182
6.7527,23.0,955.0,2.9115853658536586,37.8,-122.18,6.895833333333334,2.858
7.0712,24.0,916.0,2.8271604938271606,37.77,-122.13,7.757097791798107,2.93
5.9849,22.0,4985.0,2.5343162175902387,37.79,-122.16,6.2705078125,3.71
3.6875,42.0,651.0,2.438202247191011,37.78,-122.17,5.861538461538461,1.573
2.875,30.0,1704.0,2.4238975817923185,37.77,-122.17,4.458445040214476,1.353
3.4205,43.0,1085.0,2.6658476658476657,37.78,-122.18,4.511363636363637,1.367
3.2984,50.0,713.0,2.51056338028169,37.78,-122.18,5.099378881987577,1.607
3.875,49.0,468.0,2.585635359116022,37.78,-122.17,5.045197740112994,1.406
4.175,52.0,296.0,2.446280991735537,37.78,-122.17,5.101562499999999,1.44
4.375,47.0,570.0,2.614678899082569,37.77,-122.16,5.788018433179723,1.619
4.7708,48.0,446.0,2.477777777777778,37.77,-122.16,5.036082474226805,1.563
3.5739,45.0,968.0,2.5208333333333335,37.77,-122.16,5.853904282115868,1.76
3.0958,39.0,857.0,2.712025316455696,37.77,-122.16,4.535816618911175,1.458
3.3958,39.0,912.0,2.8322981366459627,37.77,-122.17,4.713450292397662,1.419
1.871,31.0,1360.0,3.0088495575221237,37.77,-122.17,4.547842401500938,0.907
1.9356,41.0,1074.0,3.0253521126760563,37.76,-122.17,4.343324250681199,0.906
2.1842,47.0,965.0,2.526178010471204,37.76,-122.17,5.128329297820823,1.079
2.2917,37.0,933.0,2.915625,37.76,-122.18,4.399441340782123,1.07
2.4333,38.0,987.0,2.788135593220339,37.76,-122.17,4.4433249370277075,0.982
1.9479,50.0,907.0,3.686991869918699,37.76,-122.18,4.547892720306513,0.895
3.9063,52.0,447.0,2.709090909090909,37.76,-122.18,4.308571428571429,0.938
1.8407,49.0,1299.0,2.8802660753880267,37.76,-122.18,5.106194690265487,0.967
2.0786,27.0,396.0,2.522292993630573,37.77,-122.18,3.851694915254237,0.975
2.8125,42.0,877.0,3.2723880597014925,37.77,-122.18,4.591439688715953,0.973
1.8913,43.0,1111.0,3.02724795640327,37.76,-122.18,4.946078431372549,0.912
1.7056,49.0,790.0,2.936802973977695,37.76,-122.19,4.851063829787234,0.914
2.2768,52.0,1479.0,2.6696750902527078,37.77,-122.18,5.016453382084095,0.962
3.2552,51.0,1173.0,2.6780821917808217,37.77,-122.18,4.473460721868364,1.201
2.0556,52.0,1029.0,2.8114754098360657,37.77,-122.18,4.828729281767957,1.0
2.4659,52.0,1030.0,2.942857142857143,37.76,-122.19,5.1764705882352935,0.947
1.75,47.0,826.0,2.960573476702509,37.76,-122.2,4.308880308880309,0.857
2.0469,41.0,1412.0,3.1101321585903086,37.77,-122.19,3.9921568627450976,0.893
2.7159,45.0,1132.0,3.2435530085959887,37.77,-122.19,4.7124681933842245,1.014
1.2083,41.0,522.0,3.2830188679245285,37.76,-122.19,4.449275362318841,0.725
1.925,45.0,630.0,2.6582278481012658,37.76,-122.19,4.180672268907562,0.741
1.5809,36.0,531.0,3.992481203007519,37.75,-122.2,4.590909090909091,0.7
1.4097,37.0,1925.0,2.886056971514243,37.76,-122.2,3.641304347826087,0.846
0.7683,38.0,1144.0,3.259259259259259,37.76,-122.19,4.0351351351351346,0.818
1.3194,19.0,1481.0,2.848076923076923,37.75,-122.19,3.9061946902654867,0.814
0.8012,28.0,435.0,2.685185185185185,37.75,-122.19,4.529100529100529,0.818
1.9479,26.0,984.0,3.2475247524752477,37.76,-122.19,4.353535353535354,0.858
1.1765,36.0,567.0,3.5660377358490565,37.74,-122.19,3.9952830188679247,0.871
2.3456,42.0,380.0,3.089430894308943,37.74,-122.18,3.512987012987013,0.835
